Gene.name	Row.names	logFC	logCPM	F	PValue	FDR	11VG	37VG	38VG	50VG	54VG	55VG	12MII	16MII	53MII	7MII	13MII	17MII	85MII
ERAP1	ENSG00000164307	-1.45096799	1.366139176	0.768683669	0.390040084	0.660915821	0.961733031	0.068805399	4.007734744	2.449431498	0.57069835	-3.689597023	3.424530926	-3.689597023	-3.689597023	-3.689597023	-1.943925242	-3.689597023	-3.689597023
MIRLET7A1HG	ENSG00000269929	1.315572691	0.430229226	0.768650102	0.39005026	0.660915821	-1.385212424	-2.874372826	2.021284842	-1.91580809	0.59491208	-3.689597023	1.305166691	-2.560305211	3.045771237	2.669453702	-0.991040104	-3.689597023	-3.689597023
FHOD1	ENSG00000135723	-0.926498321	2.04070115	0.76856252	0.390076811	0.660915821	3.610506477	3.451395841	1.725134744	2.071400555	0.010946826	1.347046681	1.591524563	2.599285045	2.908076693	-3.689597023	1.25578234	0.229212984	0.051020015
CSNK1G1	ENSG00000169118	-0.617190862	5.293348879	0.768233799	0.390176491	0.661017087	5.712638573	5.423072665	5.078504718	5.373852174	5.498268897	2.820822436	5.544525395	6.334519942	0.242400693	2.229411555	3.547279355	3.104414176	4.024071542
TMED3	ENSG00000166557	-0.694536998	4.160396267	0.767925937	0.39026988	0.661073456	5.040035477	4.639253812	4.95379659	4.297188223	4.265497551	2.416614747	3.543820176	3.270420979	1.645499834	3.717327247	4.433045395	4.071303748	4.329351579
BCAR3	ENSG00000137936	-0.687168531	3.007984207	0.767855166	0.390289594	0.661073456	4.228109428	2.993855085	3.438229711	3.763299859	2.599411585	2.460374116	2.933825781	3.487215544	2.829485163	-3.689597023	3.102613517	2.050850629	2.7772458
RPL24	ENSG00000114391	0.452343831	5.460984465	0.766189563	0.390797226	0.661865596	5.394388744	4.74597023	6.148090414	3.757596296	4.172021412	6.146967263	6.777908685	4.814989872	5.603749075	4.820477582	6.406587746	4.091296037	6.123194972
RPL23AP82	ENSG00000184319	-0.486478798	3.448116006	0.765619601	0.390839862	0.661870122	3.747997428	2.911591426	3.054926663	4.275400612	3.252395222	4.662037252	3.594251774	2.70488168	2.864944292	3.19366272	3.524591994	3.367467842	3.675538845
	ENSG00000213981	0.852082939	1.178292008	0.765242843	0.390971592	0.66202551	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
CTSZ	ENSG00000101160	-0.926721797	2.930508758	0.763754531	0.391538547	0.662917749	2.344055264	2.659389315	3.045554848	3.20357857	3.927014382	3.941971486	3.749518937	0.632346462	2.596211584	-3.689597023	2.650597231	3.205705346	-3.689597023
LAMP3	ENSG00000078081	-1.045955279	1.907549862	0.762922778	0.391792246	0.663279482	3.735650116	3.295779249	0.206275124	2.603631244	1.557413864	-0.614849821	1.906013088	2.108080412	-3.689597023	-3.689597023	3.220229979	0.907602809	-3.689597023
DGAT1	ENSG00000185000	-1.272003435	0.55949387	0.76257213	0.391899273	0.663329649	1.888809149	1.676980246	2.345352005	0.582361574	0.148178442	-3.689597023	2.301169709	-0.297264943	-3.689597023	-3.689597023	0.371320624	-3.689597023	-3.689597023
NUFIP1	ENSG00000083635	0.390777381	5.357521565	0.762125693	0.391922247	0.663329649	5.091006	4.396737024	4.966267229	5.502184746	5.031522306	5.140160252	4.6048332	6.167233713	4.415926243	3.814069931	5.867557629	6.451152981	4.804378162
AFG3L1P	ENSG00000223959	-0.926693408	1.673804735	0.762302643	0.391981557	0.663329649	1.517848799	1.508105781	3.541846514	1.671283786	2.13792088	-0.916813549	0.135903851	1.761629919	2.211629847	-3.689597023	1.640429299	1.814740627	-3.689597023
SDHAP3	ENSG00000185986	-1.232500196	-0.632925136	0.762300917	0.391982084	0.663329649	-2.700536682	-1.427206608	1.576884579	-0.982446667	0.618726114	0.783895236	1.621761836	-1.93469812	-3.689597023	-3.689597023	-2.328386496	-3.689597023	-3.689597023
PEX10	ENSG00000157911	-1.115525909	0.683179392	0.762108931	0.39204072	0.663333126	1.873863559	1.851864979	1.838008049	1.202233173	1.241888494	-3.689597023	-2.529088127	-0.297264943	-1.974963505	-3.689597023	-1.176859549	-0.508317973	2.625454061
LINC02901	ENSG00000203711	-1.153173679	-0.278833272	0.761934748	0.39209393	0.663333126	-1.248110105	0.711531431	1.048569255	-0.584561118	-0.451866313	1.120317155	-3.689597023	-1.166021684	-3.689597023	-3.689597023	1.492405766	-0.356173518	-3.689597023
REXO1	ENSG00000079313	-0.848588578	2.161181207	0.761900829	0.392104293	0.663333126	3.177370066	3.371587711	2.725835342	1.405560687	1.079768742	-0.443769031	2.565093779	2.99866933	0.813768222	-1.835340981	1.825051852	-1.680011165	-0.209498954
SMIM4	ENSG00000168273	-0.984027622	-0.113485848	0.761370141	0.392266482	0.663539728	-0.708796211	-0.463815068	2.322253685	0.095831131	-0.849104781	0.915482917	-1.45506875	-3.689597023	0.346413454	-3.689597023	0.301862376	-3.689597023	1.545351997
TRIM62	ENSG00000116525	0.68816309	5.330626754	0.761062217	0.392360636	0.663566796	5.309462609	5.451493675	3.678477002	4.52745238	3.34809898	2.786852205	4.960267303	6.536831357	3.861644723	5.047472657	5.801464309	4.838835128	-2.472335996
CUTA	ENSG00000112514	0.585771917	3.916722261	0.761055744	0.392362615	0.663566796	3.646127014	2.812310927	3.951139693	2.719649736	3.174198834	4.997077115	3.559526193	2.197639519	3.312980522	2.213734918	3.743414222	4.527698075	6.262869765
RAB11FIP5	ENSG00000135631	-1.075133182	2.539572574	0.760583172	0.39250718	0.663743508	4.023253588	3.383844029	2.76633379	3.236755622	1.079768742	-2.646411346	2.549448587	3.896789788	-1.974963505	-3.689597023	1.748801459	-0.218554345	-3.689597023
CNPY2	ENSG00000257727	-0.866914252	0.457293303	0.759841589	0.39260557	0.663842108	0.904052936	0.222293364	1.496625473	1.490538655	0.68789678	1.064699458	1.208859413	-1.166021684	0.130302295	-3.689597023	-0.309139234	0.644462438	0.86657672
MBL2	ENSG00000165471	-1.444102007	-0.133036196	0.759952367	0.392700274	0.663906631	-2.700536682	1.415626333	-3.689597023	1.345994041	-0.915960503	1.092776307	-3.689597023	0.544037993	-3.689597023	-3.689597023	-3.689597023	1.023120781	-3.689597023
MOSMO	ENSG00000185716	1.351264836	-0.045632746	0.759875209	0.392723902	0.663906631	-1.007719463	-2.874372826	1.602675166	-2.43707465	-1.306502169	-3.689597023	1.868676893	-2.560305211	-2.250452946	2.769350012	0.152029469	-3.689597023	-3.689597023
ALG13	ENSG00000101901	-0.39856063	5.173705021	0.758909015	0.392898802	0.664088929	5.75709535	5.458270844	5.053008203	5.498769866	5.117609326	5.150215255	5.05887301	5.44965072	4.813107565	2.098952715	5.355305709	4.457551105	5.527302957
CCDC85C	ENSG00000205476	-1.254822894	0.073377689	0.759261447	0.392911932	0.664088929	0.647071229	1.580886797	-1.138682487	0.418531845	-1.219477841	-3.689597023	-0.192024425	1.133785845	-3.689597023	-3.689597023	-1.640658863	-3.689597023	-3.689597023
KCNE4	ENSG00000152049	1.031565545	1.153200433	0.758961515	0.393003867	0.664158421	-0.317136337	-0.866546242	-3.259689864	2.034141961	0.59491208	-1.625293798	-3.689597023	1.721929785	2.066881443	-0.0148611	0.152029469	2.798760626	-0.936446429
GALNT16-AS1	ENSG00000258957	-1.005910939	-0.096316915	0.758865677	0.39303325	0.664158421	0.681810963	1.035361377	-0.176813087	0.359509415	0.24316209	1.147342087	-1.732606333	-1.93469812	1.108197178	1.073629973	-1.390201072	-1.680011165	-3.689597023
IRF2	ENSG00000168310	-1.078458521	0.06027519	0.758720589	0.393077738	0.664165834	-1.007719463	-1.818344568	1.576884579	0.556316219	0.388768121	0.749033555	-3.689597023	-0.297264943	0.295344236	-3.689597023	-0.678722475	0.96651769	-3.689597023
LINC01630	ENSG00000227115	-0.539550578	4.016515758	0.758157953	0.393190115	0.664254633	3.555370312	4.144000874	4.346035694	4.067534579	3.871106223	5.237689352	1.412842389	3.426763022	4.939063354	1.897820348	3.91604768	4.728273987	2.633435175
SLC25A44	ENSG00000160785	-0.49609366	6.258361554	0.758172487	0.393245872	0.664254633	7.527749399	6.690354153	3.379765765	6.838421849	6.221826674	5.274926847	6.367678327	7.262113683	4.497266833	3.521127452	6.165161233	4.911851639	5.985001492
SLC6A16	ENSG00000063127	-1.03926281	2.719396321	0.758157032	0.393250615	0.664254633	3.85461089	3.819448094	1.677390891	3.470876563	2.763284437	0.749033555	3.458435531	3.376508247	-3.689597023	-2.4830624	2.074510769	1.814740627	-3.689597023
ZNF320	ENSG00000182986	-0.539056679	3.443951876	0.757184842	0.393419198	0.664415521	3.236986489	3.609352144	4.552007904	3.339596559	3.213826759	2.449558077	2.761208177	4.111723291	-0.056088749	0.676193064	3.172382848	3.493006749	3.246602872
	ENSG00000289396	-1.405097321	0.873329647	0.757585358	0.393426097	0.664415521	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
ANXA2P2	ENSG00000231991	0.943204316	1.772414283	0.757409179	0.393480201	0.66443914	-2.700536682	-0.866546242	3.535165512	-0.273022935	1.557413864	0.67667641	2.814541624	-1.166021684	4.023377892	0.927517633	1.748801459	-1.357446272	3.282573958
ELOVL7	ENSG00000164181	-1.180809463	1.425778073	0.757071093	0.393584056	0.664546757	2.418039209	1.622855785	1.677390891	2.525237686	1.569683517	0.783895236	-3.689597023	1.837895832	-3.689597023	-3.689597023	0.927178055	2.570930276	-3.689597023
UBE2Q2P1	ENSG00000189136	0.802992444	1.806314521	0.756233526	0.393755079	0.664767748	0.81296392	-0.058076695	2.844071857	1.15094298	1.664255933	-0.808982274	1.694693458	2.70488168	-0.349244076	-3.689597023	2.579002315	2.589791476	3.220348805
INTS6P1	ENSG00000250492	-0.852388793	-0.911214523	0.755879397	0.393820668	0.664810713	-1.8978957	-0.719453089	-1.138682487	0.02162716	-0.35591695	-3.075700916	-2.822827414	-1.166021684	0.242400693	-2.963713559	-2.328386496	-2.683199379	-3.689597023
ZFAND4	ENSG00000172671	0.920637175	2.566134687	0.755821857	0.393968162	0.664949737	2.043737347	1.779493804	2.322253685	1.267901277	1.545038966	1.733326814	4.235993479	3.401854445	2.811423328	-3.689597023	2.593608358	1.907867689	-3.689597023
	ENSG00000233928	0.904947442	1.443479257	0.755772589	0.393983321	0.664949737	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
GPC6	ENSG00000183098	-0.408724261	5.059320441	0.755220121	0.394035071	0.664969315	4.672210622	4.81397375	6.339990889	4.675445864	5.544070503	6.195517365	6.442642405	3.499007912	5.41030782	4.487202906	4.542489212	5.152864818	4.591458688
MMP26	ENSG00000167346	0.504252557	3.619677001	0.754492769	0.394247775	0.665260483	3.242814845	3.395997101	2.584148493	4.108439494	2.934346712	2.642358645	3.926490798	2.859240913	4.519688846	0.531944057	3.850668702	3.311754618	4.528655928
PRPF19	ENSG00000110107	0.873918642	2.560923842	0.754565953	0.394354882	0.665319634	3.316515643	2.7056901	2.104872402	2.219819293	1.442021966	-0.808982274	-0.090485917	2.784124745	3.185553465	-3.689597023	1.218573146	1.570763001	5.272653192
LURAP1L	ENSG00000153714	1.598506161	1.2680713	0.754539051	0.394363172	0.665319634	0.334174836	-3.689597023	2.068318906	0.682081101	0.115074817	-3.689597023	3.98581703	-3.689597023	1.888850183	-3.689597023	3.071647602	-3.689597023	-3.689597023
	ENSG00000284418	-0.75414831	2.116877489	0.753895981	0.394469208	0.665388934	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
	ENSG00000287178	-0.611210782	1.820627119	0.75372487	0.3944846	0.665388934	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
CINP	ENSG00000100865	-0.793013812	2.779489629	0.753932075	0.394550282	0.665431953	2.458672413	2.699165985	3.531813373	3.236755622	2.957875847	3.685009704	2.501468522	1.3575426	3.883421485	-3.689597023	2.053533279	3.168549538	-3.161843097
ABHD11	ENSG00000106077	0.980077447	1.632257083	0.753674453	0.394629738	0.66549819	1.289131497	1.210724944	0.027409325	0.797756289	-0.265952896	2.651826088	1.680399103	-1.499759814	2.238914964	-3.689597023	1.825051852	-2.683199379	4.394201204
UNKL	ENSG00000059145	0.641407913	6.222180231	0.753440498	0.394701916	0.665520142	6.152649961	6.276499429	4.40402207	5.522506005	5.200820911	2.661231807	6.303837608	7.142221215	6.202744143	-1.050062673	6.233204402	6.15446331	4.91327859
FRG1-DT	ENSG00000245685	0.997894774	0.431857705	0.753371773	0.394723123	0.665520142	-0.317136337	0.762485589	0.951552143	-0.42039905	-1.843686527	-0.026422728	-0.689527002	-1.166021684	2.941677559	0.057183259	0.729745283	1.570763001	-3.689597023
	ENSG00000285572	-0.901273275	3.507088791	0.752962588	0.394849418	0.665665316	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
	ENSG00000247134	-0.336735694	5.524693822	0.752293046	0.394926751	0.665727923	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
OSBPL5	ENSG00000021762	-0.926832025	2.982744006	0.752088978	0.395119262	0.665984654	4.465936052	4.328627274	2.049688879	2.684010153	1.345422814	-0.526774976	2.224427027	3.869796182	1.016572032	-3.689597023	2.882388989	2.512820448	-2.221414225
MARCHF4	ENSG00000144583	0.556117817	5.28653503	0.751325214	0.395355402	0.666314864	5.563436266	5.704524903	4.281634708	4.862428438	3.297356275	2.34838166	5.783114004	6.083558366	4.649904556	1.492750021	6.087313182	5.265658689	4.458508796
CA14	ENSG00000118298	-1.125240923	0.350829398	0.751109017	0.395422284	0.666359775	1.171833126	0.603884078	0.868949039	0.682081101	0.495518913	0.144271054	-3.689597023	1.457623645	-3.689597023	-3.689597023	0.561635369	0.022631658	-3.689597023
FSBP	ENSG00000265817	0.884741135	2.847739225	0.750572342	0.395588381	0.666473418	0.904052936	0.108735231	1.759933531	0.775351358	2.943804464	3.743740079	2.897211595	3.095053876	5.100238675	-1.210006366	1.327439828	3.168549538	-3.689597023
DSTN	ENSG00000125868	0.403995989	8.43796015	0.750523876	0.395603386	0.666473418	8.842792772	7.835805306	8.354929939	8.142976243	8.195439094	7.824110994	8.0697103	9.638305089	7.50245863	8.834970016	8.785466446	9.238300822	5.827813812
	ENSG00000248187	1.527626418	0.797760827	0.75050108	0.395610444	0.666473418	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
CDK11B	ENSG00000248333	0.517003736	3.438076786	0.749786862	0.395702453	0.666560621	2.961082366	3.282747982	3.594209111	2.777159719	2.421297233	3.609281515	3.232148289	1.761629919	2.463713354	3.177590577	4.246926125	3.580474783	4.982085551
BCAP31	ENSG00000185825	-0.496923744	6.384450118	0.749982622	0.395771016	0.666608316	6.746349643	5.847080778	6.174663324	6.60942281	6.677930451	6.796337394	4.300503201	5.886667286	4.254847131	4.807480927	6.472278348	7.38115578	6.17264142
PIP4K2A	ENSG00000150867	0.304645859	6.371371851	0.749116434	0.395910347	0.666657545	6.478283577	6.247729035	5.662746915	5.681563391	6.195346212	6.716818926	6.574097353	5.219562191	7.420301743	6.273613406	5.725581316	6.617780648	6.77546126
CMTM4	ENSG00000183723	0.361022709	7.513892561	0.749525502	0.395912672	0.666657545	7.640491963	7.09873228	6.46652444	6.573758261	6.91216104	6.137732025	7.121290831	8.546975322	7.649183595	6.617576262	6.474252919	6.504311328	6.203125404
AP2A2	ENSG00000183020	-0.74896516	1.735971986	0.749082092	0.395921	0.666657545	2.739904085	2.533022908	2.412507646	1.490538655	1.113682918	1.932899305	2.705827165	2.012591552	-1.974963505	0.84850942	1.96643317	1.023120781	-3.161843097
TIMM13	ENSG00000099800	0.718832263	3.294522948	0.749156636	0.396027035	0.666720769	2.083254637	2.590556246	4.105680068	2.525237686	3.112638112	3.922548041	3.664926375	0.632346462	3.835071148	1.038465638	2.549338981	1.492741902	6.126733135
BIRC6	ENSG00000115760	0.445187389	6.618645392	0.749117855	0.396039061	0.666720769	6.545256545	6.013424821	6.07454723	6.061367335	5.824989798	5.49734434	6.802453904	7.930581711	6.997515929	5.464979166	5.448646157	4.858411134	4.676960363
ACAP3	ENSG00000131584	-1.087595815	-0.49069864	0.748910549	0.396103358	0.666761238	0.196805308	0.859293383	1.589837503	-0.369582419	-1.498082841	-3.689597023	0.331539687	-1.93469812	0.984689906	-3.689597023	-2.854074504	-1.357446272	-3.689597023
MFAP3	ENSG00000037749	-0.72788718	3.043397305	0.748537161	0.396219206	0.666888465	3.550679084	2.848136385	3.822612629	3.147983617	3.848625443	1.147342087	2.865973532	2.877424377	0.700565748	-2.123152317	2.534275417	2.410445926	3.790640189
RCN2	ENSG00000117906	-0.843452642	5.351069943	0.748272568	0.39630133	0.666897334	5.190861435	6.286870198	6.725391776	5.050267164	5.055712874	4.619244307	3.979992992	5.329314767	4.511321375	-2.123152317	5.847893314	6.047668848	-3.689597023
GSPT1	ENSG00000103342	-0.242250517	6.613483327	0.747845154	0.396305009	0.666897334	6.754532178	6.392750388	6.533840515	6.714728614	6.68922063	6.49018101	6.074378716	6.503559467	6.781412976	6.776744797	6.217965861	5.950687834	5.926928361
DNER	ENSG00000187957	-1.163960425	1.083698314	0.748018079	0.396380342	0.666918676	1.355189735	1.477933212	2.902342532	1.405560687	1.846734313	-3.689597023	1.817343003	1.457623645	-3.689597023	-3.689597023	-0.309139234	1.570763001	-3.689597023
	ENSG00000272631	1.415861327	0.258548067	0.74784938	0.396432732	0.666918676	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
	ENSG00000276668	1.007171207	1.259573703	0.747762857	0.396459605	0.666918676	0.196805308	-0.298015613	-1.226783115	-0.584561118	-1.059752018	-0.088124212	-0.090485917	0.349337181	-1.369478619	-2.963713559	0.070842366	1.276956248	-1.508983323
FEZF2	ENSG00000153266	-1.026031423	0.750740268	0.74770118	0.396478764	0.666918676	0.377204145	1.636578451	1.382157362	1.621910975	0.388768121	0.344373013	-1.587173917	2.254398829	-3.689597023	-3.689597023	0.781693687	-0.871292019	-3.689597023
DCAF7	ENSG00000136485	0.431493097	7.234015113	0.747272356	0.396612005	0.667075051	7.500337695	7.285609749	6.079147516	7.107248119	6.638796409	5.336398523	7.132163162	8.926810072	6.118025973	5.202450965	7.247548043	6.521604243	6.600244487
RPL4P4	ENSG00000229638	0.633933658	0.461902405	0.74628675	0.396789613	0.667306008	0.681810963	-1.215179301	1.139471305	-0.320494988	-0.554654515	0.390343952	1.636646094	0.632346462	0.534329573	-0.090693137	0.561635369	0.022631658	1.528331674
DDX60	ENSG00000137628	1.588657362	0.729949496	0.74572499	0.397093351	0.667749018	0.499089207	-3.689597023	1.496625473	1.115707633	-3.689597023	-3.689597023	3.832660198	-3.689597023	2.8823523	-3.689597023	-3.689597023	-3.689597023	-1.821661944
